t,AccG_X,AccG_Y,AccG_Z,Brake,Clutch,ERSCurrentKJ,ERSDelivery,ERSHeatCharging,ERSMaxJ,ERSRecovery,Gas,Gear,KersCharge,KersInput,LapCount,RPM,RideHeight_F,RideHeight_R,SlipAngle_FL,SlipAngle_FR,SlipAngle_RL,SlipAngle_RR,SlipRatio_FL,SlipRatio_FR,SlipRatio_RL,SlipRatio_RR,SpeedKMH,SpeedMPH,SpeedMS,carName,graphics.bestTime,graphics.completedLaps,graphics.currentTime,graphics.isInPit,graphics.lastTime,graphics.position,graphics.session,graphics.sessionTimeLeft,graphics.tyreCompound,inPit,physics.abs,physics.brake,physics.carDamage0,physics.carDamage1,physics.carDamage2,physics.carDamage3,physics.carDamage4,physics.fuel,physics.gas,physics.rpms,physics.speedKmh,physics.tc,physics.tyreWear0,physics.tyreWear1,physics.tyreWear2,physics.tyreWear3,static.hasExtraLap,static.isTimedRace,static.maxFuel,static.maxRpm,static.playerNick,static.track,tyreCompound
52.5,1.2990381056767075,0.1,0.0,0.0,0.0,999.9999999999427,2.0,1.0,4000000.0,1.0,1.0,4,0.24999999999998568,0.30000000000000004,0,6749,0.06866025403784472,0.08539230484541366,1.7500000000002005,1.7500000000002005,1.4000000000001604,1.4000000000001604,0.040500000000004636,0.045000000000005154,0.08950000000000567,0.09175000000000592,194.99999999999486,121.1673449999968,54.166666666665236,ks_lamborghini_huracan_gt3,1:30:000,0,0:52:500,0,1:31:200,1,2,1747499.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.59999999999999,1.0,6749,194.99999999999486,0.2,97.37499999999997,97.37499999999997,96.84999999999997,96.84999999999997,0,1,60.0,8500,Tester,spa,Soft
52.6,1.3093831159047635,0.1,0.0,0.0,0.0,987.9324717576145,2.0,1.0,4000000.0,1.0,1.0,4,0.24698311793940364,0.30000000000000004,0,6719,0.06872922077269843,0.08547506492723811,1.7924911930146405,1.7924911930146405,1.4339929544117125,1.4339929544117125,0.041483367609767396,0.04609263067751933,0.09070189374527127,0.09300652527914723,193.90736932248066,120.48841598327914,53.86315814513352,ks_lamborghini_huracan_gt3,1:30:000,0,0:52:600,0,1:31:200,1,2,1747399.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.59733333333332,1.0,6719,193.90736932248066,0.2,97.36999999999998,97.36999999999998,96.84399999999997,96.84399999999997,0,1,60.0,8500,Tester,spa,Soft
52.7,1.3194728592999718,0.1,0.0,0.0,0.0,975.9142702588001,2.0,1.0,4000000.0,1.0,1.0,4,0.24397856756470004,0.30000000000000004,0,6689,0.06879648572866648,0.08555578287439977,1.8353152682542397,1.8353152682542397,1.4682522146033918,1.4682522146033918,0.042474439065312404,0.04719382118368045,0.0919132033020485,0.09427289436123251,192.80617881631954,119.8041681372753,53.5572718934221,ks_lamborghini_huracan_gt3,1:30:000,0,0:52:700,0,1:31:200,1,2,1747299.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.594666666666654,1.0,6689,192.80617881631954,0.2,97.36499999999998,97.36499999999998,96.83799999999997,96.83799999999997,0,1,60.0,8500,Tester,spa,Soft
52.8,1.3293053688468686,0.1,0.0,0.0,0.0,963.9459812536824,2.0,1.0,4000000.0,1.0,1.0,4,0.2409864953134206,0.30000000000000004,0,6658,0.06886203579231245,0.08563444295077495,1.8784638770806918,1.8784638770806918,1.5027711016645535,1.5027711016645535,0.04347302115529601,0.04830335683921779,0.09313369252313958,0.09554886036510046,191.6966431607822,119.1147348574584,53.24906754466172,ks_lamborghini_huracan_gt3,1:30:000,0,0:52:800,0,1:31:200,1,2,1747199.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.591999999999985,1.0,6658,191.6966431607822,0.2,97.35999999999997,97.35999999999997,96.83199999999997,96.83199999999997,0,1,60.0,8500,Tester,spa,Soft
52.9,1.3388787276782341,0.1,0.0,0.0,0.0,952.0281880597839,2.0,1.0,4000000.0,1.0,1.0,4,0.23800704701494596,0.30000000000000004,0,6627,0.06892585818452156,0.08571102982142587,1.9219286075872044,1.9219286075872044,1.5375428860697635,1.5375428860697635,0.04447891920416102,0.049421021337956686,0.09436312347175235,0.09683417453865018,190.5789786620433,118.42025055021251,52.93860518390092,ks_lamborghini_huracan_gt3,1:30:000,0,0:52:900,0,1:31:200,1,2,1747099.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.58933333333332,1.0,6627,190.5789786620433,0.2,97.35499999999998,97.35499999999998,96.82599999999996,96.82599999999996,0,1,60.0,8500,Tester,spa,Soft
53.0,1.3481910694487946,0.1,0.0,0.0,0.0,940.1614715335334,2.0,1.0,4000000.0,1.0,1.0,4,0.23504036788338334,0.30000000000000004,0,6595,0.06898794046299196,0.08578552855559035,1.9657009862384398,1.9657009862384398,1.572560788990752,1.572560788990752,0.04549193711008961,0.05054659678898845,0.09560125646788731,0.09812858630733672,189.45340321101156,117.72085060662947,52.6259453363921,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:000,0,1:31:200,1,2,1746999.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.58666666666665,1.0,6595,189.45340321101156,0.2,97.34999999999998,97.34999999999998,96.81999999999996,96.81999999999996,0,1,60.0,8500,Tester,spa,Soft
53.1,1.3572405786990727,0.1,0.0,0.0,0.0,928.3464100419494,2.0,1.0,4000000.0,1.0,1.0,4,0.23208660251048735,0.30000000000000004,0,6564,0.06904827052466048,0.08585792462959257,2.0097724795224607,2.0097724795224607,1.6078179836179687,1.6078179836179687,0.0465118773832341,0.05167986375914899,0.09684785013506389,0.09943184332302134,188.320136240851,117.01667137611383,52.31114895579195,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:100,0,1:31:200,1,2,1746899.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.58399999999999,1.0,6564,188.320136240851,0.2,97.34499999999997,97.34499999999997,96.81399999999996,96.81399999999996,0,1,60.0,8500,Tester,spa,Soft
53.2,1.366025491209307,0.1,0.0,0.0,0.0,916.5835794344639,2.0,1.0,4000000.0,1.0,1.0,4,0.22914589485861597,0.30000000000000004,0,6532,0.06910683660806205,0.08592820392967446,2.054134495614318,2.054134495614318,1.6433075964914545,1.6433075964914545,0.04753854118421707,0.052820601315796745,0.09810266144737642,0.10074369151316626,187.17939868420325,116.30785013980206,51.99427741227868,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:200,0,1:31:200,1,2,1746799.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.58133333333332,1.0,6532,187.17939868420325,0.2,97.33999999999997,97.33999999999997,96.80799999999996,96.80799999999996,0,1,60.0,8500,Tester,spa,Soft
53.3,1.3745440943434002,0.1,0.0,0.0,0.0,904.8735530148426,2.0,1.0,4000000.0,1.0,1.0,4,0.22621838825371066,0.30000000000000004,0,6500,0.06916362729562267,0.0859963527547472,2.0987783860510856,2.0987783860510856,1.6790227088408685,1.6790227088408685,0.048571728362896555,0.05396858706988506,0.09936544577687358,0.10206387513036783,186.03141293011493,115.59452508379844,51.675392480587476,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:300,0,1:31:200,1,2,1746699.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.578666666666656,1.0,6500,186.03141293011493,0.2,97.33499999999998,97.33499999999998,96.80199999999996,96.80199999999996,0,1,60.0,8500,Tester,spa,Soft
53.4,1.3827947273827907,0.1,0.0,0.0,0.0,893.2169015132545,2.0,1.0,4000000.0,1.0,1.0,4,0.22330422537831363,0.30000000000000004,0,6468,0.06921863151588527,0.08606235781906232,2.143695447417862,2.143695447417862,1.7149563579342897,1.7149563579342897,0.04961123749738481,0.05512359721931645,0.1006359569412481,0.1033921368022139,184.87640278068355,114.87683527223612,51.35455632796765,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:400,0,1:31:200,1,2,1746599.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.575999999999986,1.0,6468,184.87640278068355,0.2,97.32999999999997,97.32999999999997,96.79599999999996,96.79599999999996,0,1,60.0,8500,Tester,spa,Soft
53.5,1.3907757818502193,0.1,0.0,0.0,0.0,881.61419305845,2.0,1.0,4000000.0,1.0,1.0,4,0.2204035482646125,0.30000000000000004,0,6436,0.06927183854566812,0.08612620625480175,2.188876923044529,2.188876923044529,1.7511015384356232,1.7511015384356232,0.05065686593331624,0.0562854065925736,0.10191394725183096,0.10472821758145964,183.7145934074264,114.15492062016595,51.031831502062886,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:500,0,1:31:200,1,2,1746499.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.57333333333332,1.0,6436,183.7145934074264,0.2,97.32499999999997,97.32499999999997,96.78999999999996,96.78999999999996,0,1,60.0,8500,Tester,spa,Soft
53.6,1.3984857018233057,0.1,0.0,0.0,0.0,870.0659931500671,2.0,1.0,4000000.0,1.0,1.0,4,0.2175164982875168,0.30000000000000004,0,6404,0.06932323801215537,0.08618788561458644,2.2343140047129015,2.2343140047129015,1.7874512037703214,1.7874512037703214,0.051708409823355714,0.05745378869261746,0.10319916756187922,0.10607185699651009,182.54621130738252,113.42892186627958,50.707280918717366,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:600,0,1:31:200,1,2,1746399.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.570666666666654,1.0,6404,182.54621130738252,0.2,97.31999999999998,97.31999999999998,96.78399999999996,96.78399999999996,0,1,60.0,8500,Tester,spa,Soft
53.7,1.4059229842378729,0.1,0.0,0.0,0.0,858.5728646310808,2.0,1.0,4000000.0,1.0,1.0,4,0.2146432161577702,0.30000000000000004,0,6371,0.06937281989491915,0.08624738387390297,2.27999783437387,2.27999783437387,1.823998267499096,1.823998267499096,0.05276566416693813,0.05862851574104236,0.1044913673151466,0.10742279310219871,181.37148425895765,112.69898054547278,50.38096784971046,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:700,0,1:31:200,1,2,1746299.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.567999999999984,1.0,6371,181.37148425895765,0.2,97.31499999999997,97.31499999999997,96.77799999999998,96.77799999999998,0,1,60.0,8500,Tester,spa,Soft
53.8,1.41308617918098,0.1,0.0,0.0,0.0,847.1353676603572,2.0,1.0,4000000.0,1.0,1.0,4,0.2117838419150893,0.30000000000000004,0,6338,0.0694205745278732,0.08630468943344784,2.3259195058743347,2.3259195058743347,1.8607356046994679,1.8607356046994679,0.053828422850234606,0.05980935872248289,0.10579029459473119,0.10878076253085533,180.1906412775171,111.96523896125208,50.05295591042142,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:800,0,1:31:200,1,2,1746199.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.56533333333332,1.0,6338,180.1906412775171,0.2,97.30999999999997,97.30999999999997,96.77199999999998,96.77199999999998,0,1,60.0,8500,Tester,spa,Soft
53.9,1.4199738901735774,0.1,0.0,0.0,0.0,835.7540596853659,2.0,1.0,4000000.0,1.0,1.0,4,0.20893851492134147,0.30000000000000004,0,6305,0.06946649260115718,0.08635979112138861,2.372070066693437,2.372070066693437,1.8976560533547495,1.8976560533547495,0.05489647868633383,0.060996087429259806,0.10709569617218578,0.11014550054364877,179.0039125707402,111.22784015799341,49.72330904742783,ks_lamborghini_huracan_gt3,1:30:000,0,0:53:900,0,1:31:200,1,2,1746099.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.56266666666665,1.0,6305,179.0039125707402,0.2,97.30499999999998,97.30499999999998,96.76599999999998,96.76599999999998,0,1,60.0,8500,Tester,spa,Soft
54.0,1.4265847744427622,0.1,0.0,0.0,0.0,824.4294954149981,2.0,1.0,4000000.0,1.0,1.0,4,0.2061073738537495,0.30000000000000004,0,6272,0.06951056516295175,0.0864126781955421,2.418440519687914,2.418440519687914,1.9347524157503313,1.9347524157503313,0.055969623455634575,0.06218847050626064,0.1084073175568867,0.11151674108219972,177.81152949373936,110.48692789305431,49.39209152603871,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:000,0,1:31:200,1,2,1745999.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.55999999999999,1.0,6272,177.81152949373936,0.2,97.29999999999997,97.29999999999997,96.75999999999998,96.75999999999998,0,1,60.0,8500,Tester,spa,Soft
54.1,1.4329175431835466,0.1,0.0,0.0,0.0,813.1622267925409,2.0,1.0,4000000.0,1.0,1.0,4,0.20329055669813523,0.30000000000000004,0,6239,0.06955278362122364,0.08646334034546838,2.4650218248460702,2.4650218248460702,1.9720174598768563,1.9720174598768563,0.05704764794643763,0.06338627549604181,0.109724903045646,0.11289421682044809,176.6137245039582,109.74264660874901,49.05936791776617,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:100,0,1:31:200,1,2,1745899.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.55733333333332,1.0,6239,176.6137245039582,0.2,97.29499999999997,97.29499999999997,96.75399999999998,96.75399999999998,0,1,60.0,8500,Tester,spa,Soft
54.2,1.4389709618101156,0.1,0.0,0.0,0.0,801.9528029687731,2.0,1.0,4000000.0,1.0,1.0,4,0.20048820074219326,0.30000000000000004,0,6205,0.06959313974540077,0.08651176769448092,2.5118049010501644,2.5118049010501644,2.009443920840132,2.009443920840132,0.058130341995732374,0.06458926888414708,0.11104819577256181,0.11427765921676913,175.4107311158529,108.99514140418864,48.725203087736915,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:200,0,1:31:200,1,2,1745799.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.554666666666655,1.0,6205,175.4107311158529,0.2,97.28999999999998,97.28999999999998,96.74799999999998,96.74799999999998,0,1,60.0,8500,Tester,spa,Soft
54.3,1.4447438501965155,0.1,0.0,0.0,0.0,790.8017702751946,2.0,1.0,4000000.0,1.0,1.0,4,0.19770044256879865,0.30000000000000004,0,6172,0.06963162566797677,0.08655795080157212,2.5587806278468057,2.5587806278468057,2.0470245022774445,2.0470245022774445,0.05921749453016893,0.06579721614463215,0.11237693775909538,0.11566679856632697,174.20278385536784,108.24455800699377,48.38966218204662,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:300,0,1:31:200,1,2,1745699.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.551999999999985,1.0,6172,174.20278385536784,0.2,97.28499999999997,97.28499999999997,96.74199999999998,96.74199999999998,0,1,60.0,8500,Tester,spa,Soft
54.4,1.4502350829067159,0.1,0.0,0.0,0.0,779.7096721974093,2.0,1.0,4000000.0,1.0,1.0,4,0.19492741804935232,0.30000000000000004,0,6138,0.06966823388604478,0.08660188066325372,2.6059398472249695,2.6059398472249695,2.0847518777799756,2.0847518777799756,0.06030889360720644,0.06700988178578493,0.11371086996436344,0.11706136405365267,172.99011821421507,107.49104274488504,48.05281061505974,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:400,0,1:31:200,1,2,1745599.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.54933333333332,1.0,6138,172.99011821421507,0.2,97.27999999999997,97.27999999999997,96.73599999999998,96.73599999999998,0,1,60.0,8500,Tester,spa,Soft
54.5,1.45544358941402,0.1,0.0,0.0,0.0,768.6770493486284,2.0,1.0,4000000.0,1.0,1.0,4,0.1921692623371571,0.30000000000000004,0,6104,0.06970295726276013,0.08664354871531216,2.6532733654014002,2.6532733654014002,2.12261869232112,2.12261869232112,0.06140432645643241,0.068227029396036,0.11504973233563962,0.1184610838054414,171.77297060396398,106.73474251715571,47.71471405665666,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:500,0,1:31:200,1,2,1745499.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.54666666666665,1.0,6104,171.77297060396398,0.2,97.27499999999998,97.27499999999998,96.72999999999998,96.72999999999998,0,1,60.0,8500,Tester,spa,Soft
54.6,1.4603683543097645,0.1,0.0,0.0,0.0,757.7044394433243,2.0,1.0,4000000.0,1.0,1.0,4,0.18942610986083108,0.30000000000000004,0,6070,0.06973578902873176,0.08668294683447811,2.7007719546129434,2.7007719546129434,2.1606175636903546,2.1606175636903546,0.06250357952104241,0.06944842169004711,0.11639326385905183,0.11986568494355418,170.5515783099529,105.97580476603375,47.37543841943136,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:600,0,1:31:200,1,2,1745399.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.54399999999999,1.0,6070,170.5515783099529,0.2,97.26999999999998,97.26999999999998,96.72399999999998,96.72399999999998,0,1,60.0,8500,Tester,spa,Soft
54.7,1.4650084175012748,0.1,0.0,0.0,0.0,746.7923772710237,2.0,1.0,4000000.0,1.0,1.0,4,0.1866980943177559,0.30000000000000004,0,6036,0.06976672278334183,0.0867200673400102,2.748426354915521,2.748426354915521,2.1987410839324166,2.1987410839324166,0.06360643849947348,0.07067382055497053,0.11774120261046758,0.12127489363821609,169.32617944502948,105.21437744793741,47.03504984584152,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:700,0,1:31:200,1,2,1745299.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.54133333333332,1.0,6036,169.32617944502948,0.2,97.26499999999997,97.26499999999997,96.71799999999998,96.71799999999998,0,1,60.0,8500,Tester,spa,Soft
54.8,1.4693628743990375,0.1,0.0,0.0,0.0,735.9413946702434,2.0,1.0,4000000.0,1.0,1.0,4,0.18398534866756083,0.30000000000000004,0,6002,0.06979575249599358,0.0867549029951923,2.7962272759893665,2.7962272759893665,2.236981820791493,2.236981820791493,0.06471268838718247,0.07190298709686942,0.11909328580655637,0.12268843516139982,168.09701290313058,104.45060900463115,46.69361469531405,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:800,0,1:31:200,1,2,1745199.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.53866666666665,1.0,6002,168.09701290313058,0.2,97.25999999999998,97.25999999999998,96.71199999999997,96.71199999999997,0,1,60.0,8500,Tester,spa,Soft
54.9,1.4734308760930528,0.1,0.0,0.0,0.0,725.1520205025658,2.0,1.0,4000000.0,1.0,1.0,4,0.18128800512564147,0.30000000000000004,0,5968,0.06982287250728701,0.08678744700874443,2.844165398950208,2.844165398950208,2.2753323191601664,2.2753323191601664,0.06582211351856194,0.07313568168729105,0.12044924985602015,0.12410603394038469,166.86431831270895,103.68464833428627,46.35119953130804,ks_lamborghini_huracan_gt3,1:30:000,0,0:54:900,0,1:31:200,1,2,1745099.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.53599999999999,1.0,5968,166.86431831270895,0.2,97.25499999999997,97.25499999999997,96.70599999999997,96.70599999999997,0,1,60.0,8500,Tester,spa,Soft
55.0,1.4772116295183308,0.1,0.0,0.0,0.0,714.4247806268661,2.0,1.0,4000000.0,1.0,1.0,4,0.17860619515671655,0.30000000000000004,0,5934,0.0698480775301222,0.08681769303614664,2.892231378165991,2.892231378165991,2.313785102532793,2.313785102532793,0.06693449760898437,0.07437166400998263,0.1218088304109809,0.12552741361148,165.62833599001738,102.91664476245309,46.00787110833816,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:000,0,1:31:200,1,2,1744999.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.53333333333332,1.0,5934,165.62833599001738,0.2,97.24999999999997,97.24999999999997,96.69999999999997,96.69999999999997,0,1,60.0,8500,Tester,spa,Soft
55.1,1.480704397609499,0.1,0.0,0.0,0.0,703.7601978736842,2.0,1.0,4000000.0,1.0,1.0,4,0.17594004946842107,0.30000000000000004,0,5899,0.06987136265072999,0.08684563518087599,2.9404158430788234,2.9404158430788234,2.352332674463059,2.352332674463059,0.06804962379696705,0.07561069310774117,0.1231717624185153,0.12695229707390235,164.38930689225884,102.14674801294977,45.66369635896079,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:100,0,1:31:200,1,2,1744899.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.530666666666654,1.0,5899,164.38930689225884,0.2,97.24499999999998,97.24499999999998,96.69399999999997,96.69399999999997,0,1,60.0,8500,Tester,spa,Soft
55.2,1.4839084994444982,0.1,0.0,0.0,0.0,693.1587920197346,2.0,1.0,4000000.0,1.0,1.0,4,0.17328969800493366,0.30000000000000004,0,5865,0.06989272332962998,0.08687126799555599,2.9887094000318086,2.9887094000318086,2.390967520025447,2.390967520025447,0.06916727468645043,0.07685252742938936,0.1245377801723283,0.12838040654379776,163.14747257061066,101.37510817867292,45.31874238072518,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:200,0,1:31:200,1,2,1744799.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.527999999999984,1.0,5865,163.14747257061066,0.2,97.23999999999998,97.23999999999998,96.68799999999997,96.68799999999997,0,1,60.0,8500,Tester,spa,Soft
55.3,1.4868233103773267,0.1,0.0,0.0,0.0,682.6210797625856,2.0,1.0,4000000.0,1.0,1.0,4,0.1706552699406464,0.30000000000000004,0,5830,0.06991215540251551,0.08689458648301861,3.037102634100318,3.037102634100318,2.4296821072802546,2.4296821072802546,0.07028723238917879,0.07809692487686533,0.12590661736455186,0.12981146360839513,161.90307512313467,100.60187569233732,44.97307642309296,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:300,0,1:31:200,1,2,1744699.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.52533333333332,1.0,5830,161.90307512313467,0.2,97.23499999999997,97.23499999999997,96.68199999999997,96.68199999999997,0,1,60.0,8500,Tester,spa,Soft
55.4,1.4894482621598182,0.1,0.0,0.0,0.0,672.147574695463,2.0,1.0,4000000.0,1.0,1.0,4,0.16803689367386576,0.30000000000000004,0,5796,0.06992965508106545,0.08691558609727855,3.0855861109274967,3.0855861109274967,2.4684688887419974,2.4684688887419974,0.0714092785671792,0.07934364285242133,0.12727800713766346,0.13124518928028453,160.65635714757866,99.82720129714811,44.626765874327404,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:400,0,1:31:200,1,2,1744599.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.52266666666665,1.0,5796,160.65635714757866,0.2,97.22999999999998,97.22999999999998,96.67599999999997,96.67599999999997,0,1,60.0,8500,Tester,spa,Soft
55.5,1.4917828430524214,0.1,0.0,0.0,0.0,661.7387872822294,2.0,1.0,4000000.0,1.0,1.0,4,0.16543469682055734,0.30000000000000004,0,5761,0.0699452189536828,0.08693426274441937,3.134150378563466,3.134150378563466,2.507320302850773,2.507320302850773,0.07253319447532593,0.0805924383059177,0.1286516821365095,0.13268130405180534,159.4075616940823,99.0512360174136,44.27987824835619,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:500,0,1:31:200,1,2,1744499.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.51999999999999,1.0,5761,159.4075616940823,0.2,97.22499999999998,97.22499999999998,96.66999999999997,96.66999999999997,0,1,60.0,8500,Tester,spa,Soft
55.6,1.4938265979239653,0.1,0.0,0.0,0.0,651.3952248325,2.0,1.0,4000000.0,1.0,1.0,4,0.16284880620812503,0.30000000000000004,0,5726,0.06995884398615977,0.08695061278339172,3.18278596930802,3.18278596930802,2.546228775446416,2.546228775446416,0.0736587610039856,0.08184306778220622,0.13002737456042684,0.13411952794953716,158.15693221779378,98.27413112910274,43.93248117160938,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:600,0,1:31:200,1,2,1744399.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.51733333333332,1.0,5726,158.15693221779378,0.2,97.21999999999997,97.21999999999997,96.66399999999997,96.66399999999997,0,1,60.0,8500,Tester,spa,Soft
55.7,1.4955791283403888,0.1,0.0,0.0,0.0,641.1173914769134,2.0,1.0,4000000.0,1.0,1.0,4,0.16027934786922837,0.30000000000000004,0,5691,0.06997052752226926,0.08696463302672311,3.231483401556389,3.231483401556389,2.5851867212451114,2.5851867212451114,0.07478575872173357,0.08309528746859285,0.13140481621545214,0.13555958058888176,156.90471253140714,97.49603813035299,43.584642369835315,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:700,0,1:31:200,1,2,1744299.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.514666666666656,1.0,5691,156.90471253140714,0.2,97.21499999999997,97.21499999999997,96.65799999999997,96.65799999999997,0,1,60.0,8500,Tester,spa,Soft
55.8,1.497040092642414,0.1,0.0,0.0,0.0,630.9057881425701,2.0,1.0,4000000.0,1.0,1.0,4,0.15772644703564254,0.30000000000000004,0,5656,0.06998026728428276,0.08697632074113931,3.2802331816476546,3.2802331816476546,2.624186545318124,2.624186545318124,0.07591396791813144,0.08434885324236827,0.1327837385666051,0.1370011812287235,155.65114675763175,96.7171087119364,43.236429654897705,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:800,0,1:31:200,1,2,1744199.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.511999999999986,1.0,5656,155.65114675763175,0.2,97.20999999999998,97.20999999999998,96.65199999999997,96.65199999999997,0,1,60.0,8500,Tester,spa,Soft
55.9,1.4982092060121563,0.1,0.0,0.0,0.0,620.7609125286075,2.0,1.0,4000000.0,1.0,1.0,4,0.1551902281321519,0.30000000000000004,0,5622,0.06998806137341437,0.08698567364809726,3.3290258057156086,3.3290258057156086,2.663220644572487,2.663220644572487,0.07704316864656123,0.08560352071840137,0.1341638727902415,0.13844404882616157,154.39647928159863,95.93749472768623,42.887910911555174,ks_lamborghini_huracan_gt3,1:30:000,0,0:55:900,0,1:31:200,1,2,1744099.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.509333333333316,1.0,5622,154.39647928159863,0.2,97.20499999999997,97.20499999999997,96.64599999999997,96.64599999999997,0,1,60.0,8500,Tester,spa,Soft
56.0,1.4990862405286474,0.1,0.0,0.0,0.0,610.6832590819524,2.0,1.0,4000000.0,1.0,1.0,4,0.1526708147704881,0.30000000000000004,0,5587,0.06999390827019097,0.08699268992422918,3.3778517615415047,3.3778517615415047,2.702281409233204,2.702281409233204,0.0781731407671034,0.08685904529678155,0.1355449498264597,0.13988790209129878,153.14095470321845,95.15734816489355,42.53915408422735,ks_lamborghini_huracan_gt3,1:30:000,0,0:56:000,0,1:31:200,1,2,1743999.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.50666666666665,1.0,5587,153.14095470321845,0.2,97.19999999999997,97.19999999999997,96.63999999999997,96.63999999999997,0,1,60.0,8500,Tester,spa,Soft
56.1,1.4996710252122707,0.1,0.0,0.0,0.0,600.673318973217,2.0,1.0,4000000.0,1.0,1.0,4,0.15016832974330424,0.30000000000000004,0,5552,0.06999780683474847,0.08699736820169816,3.426701530408506,3.426701530408506,2.741361224326805,2.741361224326805,0.079303663989454,0.08811518221050445,0.1369267004315549,0.1413324595420801,151.88481778949557,94.37682111467666,42.190227163748766,ks_lamborghini_huracan_gt3,1:30:000,0,0:56:100,0,1:31:200,1,2,1743899.9999999995,Soft,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,58.503999999999984,1.0,5552,151.88481778949557,0.2,97.19499999999998,97.19499999999998,96.63399999999997,96.63399999999997,0,1,60.0,8500,Tester,spa,Soft
